Process Date,Process ID,ProcessDate_ProcessID,Artifact type,Analysis,Artifact name,Fragment length
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,7048-20,471
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,7050-20,462
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6828-20,468
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6829-20,455
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6849-20,449
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6854-20,458
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6625-20,460
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6685-20,430
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6712-20,442
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6723-20,439
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6724-20,448
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6761-20,448
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6762-20,433
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6654-20,430
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,6798-20,470
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,6804-20,449
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,422-20-v3,473
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6699-20,438
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6700-20,443
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6714-20,442
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6718-20,468
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6719-20,479
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6728-20,498
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6729-20,447
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6748-20,466
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6751-20,467
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6767-20,441
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6807-20,564
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6809-20,488
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6810-20,498
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6811-20,453
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,6826-20,455
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - KLL - GMSMyeloidv1.0,7001-20,440
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - AML - GMSMyeloidv1.0,7012-20,424
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,7037-20,442
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,7048-20,471
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,7050-20,462
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6828-20,468
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6829-20,455
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6849-20,449
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6854-20,458
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6625-20,460
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6685-20,430
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6712-20,442
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6723-20,439
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6724-20,448
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6761-20,448
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6762-20,433
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6654-20,430
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,6798-20,470
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,6804-20,449
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,422-20-v3,473
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6699-20,438
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6700-20,443
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6714-20,442
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6718-20,468
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6719-20,479
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6728-20,498
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6729-20,447
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6748-20,466
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6751-20,467
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6767-20,441
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6807-20,564
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6809-20,488
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6810-20,498
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6811-20,453
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,6826-20,455
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - KLL - GMSMyeloidv1.0,7001-20,440
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - AML - GMSMyeloidv1.0,7012-20,424
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,7037-20,442
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,7048-20,471
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,7050-20,462
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6828-20,468
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6829-20,455
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6849-20,449
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6854-20,458
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6625-20,460
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6685-20,430
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6712-20,442
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6723-20,439
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6724-20,448
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6761-20,448
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6762-20,433
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6654-20,430
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,6798-20,470
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,6804-20,449
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,422-20-v3,473
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6699-20,438
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6700-20,443
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6714-20,442
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6718-20,468
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6719-20,479
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6728-20,498
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6729-20,447
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6748-20,466
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6751-20,467
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6767-20,441
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6807-20,564
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6809-20,488
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6810-20,498
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6811-20,453
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,6826-20,455
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - KLL - GMSMyeloidv1.0,7001-20,440
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - AML - GMSMyeloidv1.0,7012-20,424
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,7037-20,442
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,7048-20,471
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,7050-20,462
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6828-20,468
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6829-20,455
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6849-20,449
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6854-20,458
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6625-20,460
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6685-20,430
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6712-20,442
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6723-20,439
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6724-20,448
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6761-20,448
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6762-20,433
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6654-20,430
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,6798-20,470
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,6804-20,449
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,422-20-v3,473
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6699-20,438
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6700-20,443
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6714-20,442
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6718-20,468
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6719-20,479
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6728-20,498
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6729-20,447
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6748-20,466
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6751-20,467
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6767-20,441
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6807-20,564
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6809-20,488
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6810-20,498
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6811-20,453
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,6826-20,455
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - KLL - GMSMyeloidv1.0,7001-20,440
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - AML - GMSMyeloidv1.0,7012-20,424
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,7037-20,442
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,7048-20,471
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,7050-20,462
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6828-20,468
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6829-20,455
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6849-20,449
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6854-20,458
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6625-20,460
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6685-20,430
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6712-20,442
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6723-20,439
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6724-20,448
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6761-20,448
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6762-20,433
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6654-20,430
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,6798-20,470
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,6804-20,449
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,422-20-v3,473
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6699-20,438
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6700-20,443
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6714-20,442
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6718-20,468
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6719-20,479
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6728-20,498
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6729-20,447
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6748-20,466
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6751-20,467
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6767-20,441
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6807-20,564
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6809-20,488
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6810-20,498
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6811-20,453
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,6826-20,455
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - KLL - GMSMyeloidv1.0,7001-20,440
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - AML - GMSMyeloidv1.0,7012-20,424
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,7037-20,442
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,7048-20,471
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Oparad - MPN - GMSMyeloidv1.0,7050-20,462
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6828-20,468
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6829-20,455
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6849-20,449
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Parad - GMSMyeloidv1.0,6854-20,458
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6625-20,460
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6685-20,430
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6712-20,442
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6723-20,439
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6724-20,448
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6761-20,448
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6762-20,433
2020-08-10,24-100627,2020-08-10_24-100627,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6654-20,430
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,6810-20,428
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,6811-20,415
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,6826-20,394
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - KLL - GMSMyeloidv1.0,7001-20,440
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - AML - GMSMyeloidv1.0,7012-20,462
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,7037-20,457
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,7048-20,442
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,7050-20,438
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,6810-20,428
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,6811-20,415
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,6826-20,394
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - KLL - GMSMyeloidv1.0,7001-20,440
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - AML - GMSMyeloidv1.0,7012-20,462
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,7037-20,457
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,7048-20,442
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,7050-20,438
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,6810-20,428
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,6811-20,415
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,6826-20,394
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - KLL - GMSMyeloidv1.0,7001-20,440
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - AML - GMSMyeloidv1.0,7012-20,462
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,7037-20,457
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,7048-20,442
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,7050-20,438
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,6810-20,428
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,6811-20,415
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,6826-20,394
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - KLL - GMSMyeloidv1.0,7001-20,440
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - AML - GMSMyeloidv1.0,7012-20,462
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,7037-20,457
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,7048-20,442
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,7050-20,438
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,6810-20,428
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,6811-20,415
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,6826-20,394
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - KLL - GMSMyeloidv1.0,7001-20,440
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - AML - GMSMyeloidv1.0,7012-20,462
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,7037-20,457
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,7048-20,442
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,7050-20,438
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,6810-20,428
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,6811-20,415
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,6826-20,394
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - KLL - GMSMyeloidv1.0,7001-20,440
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - AML - GMSMyeloidv1.0,7012-20,462
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,7037-20,457
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,7048-20,442
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,7050-20,438
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,6810-20,428
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,6811-20,415
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,6826-20,394
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - KLL - GMSMyeloidv1.0,7001-20,440
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - AML - GMSMyeloidv1.0,7012-20,462
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,7037-20,457
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,7048-20,442
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,7050-20,438
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,6810-20,428
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Parad - GMSMyeloidv1.0,6811-20,415
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,6826-20,394
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - KLL - GMSMyeloidv1.0,7001-20,440
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - AML - GMSMyeloidv1.0,7012-20,462
2020-08-11,24-100708,2020-08-11_24-100708,analyte,Oparad - MPN - GMSMyeloidv1.0,7037-20,457
