Process Date,Process ID,ProcessDate_ProcessID,Artifact type,Analysis,Artifact name,Concentration,Fragment length
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,5367-20,42,566
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,5147-20,49.2,624
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,5149-20,42,581
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,5339-20,41.4,581
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,5340-20,41.1,595
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,5251-20,41.4,555
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,5252-20,47,589
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Parad - GMSMyeloidv1.0,5444-20,41,601
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Oparad - MPN - GMSMyeloidv1.0,5472-20,41,596
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Oparad - KLL - GMSMyeloidv1.0,5363-20,43.7,591
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Oparad - MPN - GMSMyeloidv1.0,5416-20,44.2,598
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5410-20,47,592
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5431-20,55,576
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5455-20,47.7,584
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,5468-20,52,607
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5343-20,43.3,546
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5261-20,50,573
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,5260-20,39.8,589
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,5302-20,47.7,624
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5299-20,50,570
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5401-20,45.6,580
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,5481-20,47,576
2020-06-23,24-95430,2020-06-23_24-95430,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5494-20,48.2,585
2020-06-24,24-95604,2020-06-24_24-95604,pool,TwistHereditarySolid,TwistHereditarySolid_27-68645,11.4,622
2020-06-24,24-95604,2020-06-24_24-95604,pool,TwistMyeloid,TwistMyeloid_27-68646,8.9,640
2020-06-24,24-95604,2020-06-24_24-95604,pool,TwistHereditarySolid,TwistHereditarySolid_27-68644,11.9,616
2020-06-24,24-95604,2020-06-24_24-95604,pool,TwistMyeloid,TwistMyeloid_27-68648,7.66,623
2020-06-24,24-95604,2020-06-24_24-95604,pool,TwistMyeloid,TwistMyeloid_27-68647,8.88,630
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5152-20,45.7,587
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5466-20,37.5,581
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5067-20,41.9,562
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5010-20,42.3,563
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5288-20,38.5,584
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,2619-19-v5,45.8,573
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5104-20,44.8,567
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,24-20-v3,43,582
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5290-20,47.5,552
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5009-20,44.8,577
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,4043-20,45.3,588
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,3076-20,46,613
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5094-20,48.3,649
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5204-20,38.7,575
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5134-20,40.7,571
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5150-20,61,545
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5344-20,41.7,558
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5120-20,38.7,597
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5029-20,34.5,564
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5004-20,42.9,560
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,6628-19-v2,41.6,566
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5289-20,36.8,559
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5465-20,43.5,547
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5205-20,39.8,589
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,4818-20,45.6,577
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,4820-20,40.5,580
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,4966-20,41.2,589
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,4968-20,46.4,553
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,316-20-v2,40.3,566
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5068-20,39.4,573
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5003-20,46.8,590
2020-06-25,24-95814,2020-06-25_24-95814,analyte,Parad - GMSMyeloidv1.0,5151-20,40.4,569
2020-06-26,24-95916,2020-06-26_24-95916,pool,TwistMyeloid,TwistMyeloid_27-68908,5.95,615
2020-06-26,24-95916,2020-06-26_24-95916,pool,TwistMyeloid,TwistMyeloid_27-68909,5.92,593
2020-06-26,24-95916,2020-06-26_24-95916,pool,TwistMyeloid,TwistMyeloid_27-68910,6.2,597
2020-06-26,24-95916,2020-06-26_24-95916,pool,TwistMyeloid,TwistMyeloid_27-68911,6.45,593
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Parad - GMSMyeloidv1.0,4673-20,41.7,610
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Parad - GMSMyeloidv1.0,5483-20,43.7,585
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5779-20,43.1,567
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5815-20,27.6,596
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5826-20,44,564
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,5849-20,41.4,591
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5241-20,42.6,601
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5338-20,47.1,575
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5537-20,43.1,595
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5652-20,45.6,586
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Oparad - MPN - GMSMyeloidv1.0,5829-20,45.6,578
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Oparad - MPN - GMSMyeloidv1.0,5757-20,45.5,591
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Oparad - MPN - GMSMyeloidv1.0,5788-20,42.2,591
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Oparad - MPN - GMSMyeloidv1.0,5750-20,45.2,620
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Oparad - AML - GMSMyeloidv1.0,5751-20,40.9,567
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Oparad - MPN - GMSMyeloidv1.0,5712-20,47.1,575
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Oparad - KLL - GMSMyeloidv1.0,5742-20,38.6,620
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Oparad - AlloSCT - GMSMyeloidv1.0,5581-20,43.8,597
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Oparad - KLL - GMSMyeloidv1.0,5695-20,41.4,573
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Oparad - AlloSCT - GMSMyeloidv1.0,5563-20,36.9,600
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Oparad - MPN - GMSMyeloidv1.0,5560-20,41,601
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Parad - GMSMyeloidv1.0,5555-20,39.9,572
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Parad - GMSMyeloidv1.0,5553-20,41.8,568
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Oparad - MPN - GMSMyeloidv1.0,5549-20,39.8,564
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Oparad - KLL - GMSMyeloidv1.0,5548-20,43.2,631
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Parad - GMSMyeloidv1.0,5526-20,40.6,574
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Oparad - KLL - GMSMyeloidv1.0,5504-20,41.5,555
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Oparad - KLL - GMSMyeloidv1.0,5490-20,40.5,592
2020-06-30,24-96517,2020-06-30_24-96517,analyte,Parad - GMSMyeloidv1.0,5484-20,38.1,579
2020-07-01,24-96818,2020-07-01_24-96818,pool,TwistHereditarySolid,TwistHereditarySolid_27-69506,7.65,518
2020-07-01,24-96818,2020-07-01_24-96818,pool,TwistMyeloid,TwistMyeloid_27-69509,5.63,565
2020-07-01,24-96818,2020-07-01_24-96818,pool,TwistMyeloid,TwistMyeloid_27-69508,4.93,560
2020-07-01,24-96818,2020-07-01_24-96818,pool,TwistMyeloid,TwistMyeloid_27-69507,5.9,582
2020-07-02,24-96944,2020-07-02_24-96944,pool,TwistMyeloid,TwistMyeloid_27-69712,7.03,591
2020-07-02,24-96944,2020-07-02_24-96944,pool,TwistMyeloid,TwistMyeloid_27-69711,6.68,596
2020-07-02,24-96944,2020-07-02_24-96944,pool,TwistMyeloid,TwistMyeloid_27-69710,7.54,603
2020-07-02,24-96944,2020-07-02_24-96944,pool,TwistHereditarySolid,TwistHereditarySolid_27-69709,10.4,582
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Oparad - KLL - GMSMyeloidv1.0,5870-20,47.1,510
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5797-20,30.4,611
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5796-20,32.5,583
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5737-20,28.1,582
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5736-20,27.2,570
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5720-20,32.4,620
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5717-20,34.4,559
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5700-20,38.5,592
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5895-20,31.8,600
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Oparad - MPN - GMSMyeloidv1.0,5872-20,29.7,593
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5685-20,24.5,634
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5699-20,36.7,586
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5900-20,31.2,577
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5901-20,28.7,582
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5883-20,34.6,596
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5884-20,32.3,596
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,355-19-v7,32,583
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5288-20-v2,32.2,589
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,11400-19-v4,33.4,604
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5683-20,28.7,597
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5684-20,30.9,561
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5289-20-v2,33.7,605
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5347-20,32.5,583
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Oparad - KLL - GMSMyeloidv1.0,5972-20,29.8,614
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5985-20,33,597
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Oparad - KLL - GMSMyeloidv1.0,5998-20,31.9,606
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Oparad - MPN - GMSMyeloidv1.0,6025-20,34.9,623
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5902-20,26.7,605
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5921-20,29.8,595
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Oparad - MPN - GMSMyeloidv1.0,5933-20,27.9,610
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Oparad - MPN - GMSMyeloidv1.0,5962-20,32.9,616
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,6987-19-v2,29.6,608
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,7671-17-v2,32.7,599
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5852-20,33.6,598
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Parad - GMSMyeloidv1.0,5851-20,35,608
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,5923-20,30.5,594
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5876-20,26.4,625
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,5973-20,33.2,596
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5948-20,33.1,617
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6022-20,30.9,613
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,5974-20,34.6,586
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6036-20,28.7,581
2020-07-07,24-97522,2020-07-07_24-97522,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6023-20,29.7,587
2020-07-08,24-97621,2020-07-08_24-97621,pool,TwistHereditarySolid,TwistHereditarySolid_27-70279,10.6,564
2020-07-08,24-97621,2020-07-08_24-97621,pool,TwistMyeloid,TwistMyeloid_27-70274,6.76,608
2020-07-08,24-97621,2020-07-08_24-97621,pool,TwistMyeloid,TwistMyeloid_27-70277,7.88,618
2020-07-08,24-97621,2020-07-08_24-97621,pool,TwistMyeloid,TwistMyeloid_27-70278,7.74,586
2020-07-08,24-97621,2020-07-08_24-97621,pool,TwistMyeloid,TwistMyeloid_27-70275,7.27,588
2020-07-08,24-97621,2020-07-08_24-97621,pool,TwistMyeloid,TwistMyeloid_27-70276,8.32,583
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,5996-20,27.9,569
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,3138-19-v3,30.5,594
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Oparad - MPN - GMSMyeloidv1.0,6211-20,36.3,576
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Oparad - MPN - GMSMyeloidv1.0,6206-20,36.9,586
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Oparad - MPN - GMSMyeloidv1.0,6223-20,32.8,617
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Oparad - MPN - GMSMyeloidv1.0,6212-20,32.9,591
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Oparad - MPN - GMSMyeloidv1.0,6234-20,33,592
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,6231-20,27.1,612
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,856-19-v3,32.8,587
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Oparad - MPN - GMSMyeloidv1.0,6236-20,35.6,620
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,2461-17-v3,30.6,587
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6071-20,34.3,581
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6044-20,35.5,599
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,5887-20,32.8,582
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,5792-20,34.2,590
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,5791-20,29.7,597
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,454-20-v2,30.8,602
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,5930-20,32.8,591
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,5888-20,31.3,604
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6180-20,25.5,637
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,6146-20,34.7,598
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Oparad - MPN - GMSMyeloidv1.0,6200-20,30,507
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,5994-20,34.7,584
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,5995-20,33.2,581
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,5942-20,31.6,618
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,5945-20,32.8,597
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,5931-20,27.1,614
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,5934-20,32,596
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6039-20,31.8,591
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,6201-20,31,593
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Oparad - MPN - GMSMyeloidv1.0,6205-20,31.6,596
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,6058-20,26,616
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,6287-20,21.5,640
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6072-20,36.4,573
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6103-20,36.6,601
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,5997-20,36.1,589
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,6030-20,33.5,598
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,6031-20,31.5,599
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Parad - GMSMyeloidv1.0,6057-20,40.3,565
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6110-20,32.4,626
2020-07-14,24-98224,2020-07-14_24-98224,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6111-20,32.1,586
2020-07-15,24-98309,2020-07-15_24-98309,pool,TwistMyeloid,TwistMyeloid_27-70775,6.99,609
2020-07-15,24-98309,2020-07-15_24-98309,pool,TwistHereditarySolid,TwistHereditarySolid_27-70770,10.7,684
2020-07-15,24-98309,2020-07-15_24-98309,pool,TwistMyeloid,TwistMyeloid_27-70771,5.97,625
2020-07-15,24-98309,2020-07-15_24-98309,pool,TwistMyeloid,TwistMyeloid_27-70772,6.51,640
2020-07-15,24-98309,2020-07-15_24-98309,pool,TwistMyeloid,TwistMyeloid_27-70773,6.21,595
2020-07-15,24-98309,2020-07-15_24-98309,pool,TwistMyeloid,TwistMyeloid_27-70774,6.11,612
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6312-20,34.8,590
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6292-20,42,557
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6301-20,37.3,563
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6237-20,39,586
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6241-20,38,581
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Parad - GMSMyeloidv1.0,6455-20,42.8,584
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6207-20,41,564
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6198-20,37.5,555
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Parad - GMSMyeloidv1.0,6278-20,35.7,572
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Parad - GMSMyeloidv1.0,6279-20,40.4,572
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Parad - GMSMyeloidv1.0,6317-20,35.5,597
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6196-20,41,619
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Parad - GMSMyeloidv1.0,6320-20,35.9,567
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Parad - GMSMyeloidv1.0,10820-18-v9,41.8,579
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Oparad - MPN - GMSMyeloidv1.0,6400-20,42,594
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Parad - GMSMyeloidv1.0,6391-20,40.3,563
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Oparad - KLL - GMSMyeloidv1.0,6384-20,42,559
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Oparad - KLL - GMSMyeloidv1.0,6379-20,40.2,555
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Parad - GMSMyeloidv1.0,6357-20,40.9,558
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Parad - GMSMyeloidv1.0,6188-20,42.8,590
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Parad - GMSMyeloidv1.0,6187-20,43.4,567
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Parad - GMSMyeloidv1.0,4197-20-v2,43.5,568
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Oparad - MPN - GMSMyeloidv1.0,6452-20,46.5,549
2020-07-21,24-98927,2020-07-21_24-98927,analyte,Oparad - KLL - GMSMyeloidv1.0,6428-20,43.1,557
2020-07-22,24-99089,2020-07-22_24-99089,pool,TwistHereditarySolid,TwistHereditarySolid_27-71215,10.9,618
2020-07-22,24-99089,2020-07-22_24-99089,pool,TwistMyeloid,TwistMyeloid_27-71216,8.17,626
2020-07-22,24-99089,2020-07-22_24-99089,pool,TwistMyeloid,TwistMyeloid_27-71217,8.48,602
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6574-20,41.4,576
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6581-20,46.4,577
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6548-20,35.2,575
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Onkogenetik - screening - HereditarySolidCancerv1.0,6563-20,45.4,576
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6589-20,35.5,566
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Onkogenetik - prediktiv - HereditarySolidCancerv1.0,6590-20,38.4,591
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Parad - GMSMyeloidv1.0,6467-20,40.5,586
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Parad - GMSMyeloidv1.0,6468-20,37.1,590
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Oparad - MPN - GMSMyeloidv1.0,6501-20,42.9,579
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Oparad - AlloSCT - GMSMyeloidv1.0,6513-20,45.9,572
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Parad - GMSMyeloidv1.0,6340-20,38.6,562
2020-07-28,24-99509,2020-07-28_24-99509,analyte,Parad - GMSMyeloidv1.0,6391-20,43.4,555
