Analysis,Classification,Date received,Workflow started (date),Progress,Workflow finished (date),Department,Species,Sequencing runs,Desired read count,Sample concentration (ng/ul),Library concentration (ng/ul),Library concentration (date)
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,9.03,4.3,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-01-08,2020-01-08,Sequencing and Data Analysis Complete,2020-01-09,Klinisk Mikrobiologi,saureus,1,1600000,9.92,2.69,2020-01-08
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,13.5,3.23,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,11,3.27,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,11.7,5.08,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,9.3,2.92,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,10.2,1.97,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,12.5,4.57,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,9.59,3.77,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,9.34,3.86,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,1.07,4.27,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Initial sample QC complete,NA,Klinisk Mikrobiologi,saureus,0,2100000,0.1,NA,NA
Microbiology WGS Nextera XT,Rutinprov,2020-01-03,2020-01-03,Sequencing and Data Analysis Complete,2020-01-07,Klinisk Mikrobiologi,saureus,1,2100000,1.44,5.38,2020-01-03
Microbiology WGS Nextera XT,Rutinprov,2020-01-08,2020-01-08,Sequencing and Data Analysis Complete,2020-01-09,Klinisk Mikrobiologi,saureus,1,1600000,10.5,2.56,2020-01-08
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,1,3.88,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,5.44,5.14,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,2.64,4.75,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,5.37,3.96,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,3.36,6.08,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,3.35,4.17,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,2.55,4.68,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-12,2020-02-12,Sequencing and Data Analysis Complete,2020-02-14,Klinisk Mikrobiologi,saureus,1,2100000,4.93,4.45,2020-02-12
Microbiology WGS Nextera XT,Rutinprov,2020-02-14,2020-02-14,Sequencing and Data Analysis Complete,2020-02-17,Klinisk Mikrobiologi,saureus,1,2100000,10.2,4,2020-02-14
Microbiology WGS Nextera XT,Rutinprov,2020-02-14,2020-02-14,Sequencing and Data Analysis Complete,2020-02-17,Klinisk Mikrobiologi,saureus,1,2100000,24.3,4.08,2020-02-14
Microbiology WGS Nextera XT,Rutinprov,2020-01-08,2020-01-08,Sequencing and Data Analysis Complete,2020-01-09,Klinisk Mikrobiologi,saureus,1,1600000,4.16,1.87,2020-01-08
Microbiology WGS Nextera XT,Rutinprov,2020-02-14,2020-02-14,Sequencing and Data Analysis Complete,2020-02-17,Klinisk Mikrobiologi,saureus,1,2100000,9.57,3.73,2020-02-14
Microbiology WGS Nextera XT,Rutinprov,2020-02-14,2020-02-14,Sequencing and Data Analysis Complete,2020-02-17,Klinisk Mikrobiologi,saureus,1,2100000,3.5,4.65,2020-02-14
Microbiology WGS Nextera XT,Rutinprov,2020-02-14,2020-02-14,Sequencing and Data Analysis Complete,2020-02-17,Klinisk Mikrobiologi,saureus,1,2100000,6.8,4.31,2020-02-14
Microbiology WGS Nextera XT,Rutinprov,2020-02-19,2020-02-19,Sequencing and Data Analysis Complete,2020-02-21,Klinisk Mikrobiologi,saureus,1,2100000,20.1,3.87,2020-02-19
Microbiology WGS Nextera XT,Rutinprov,2020-02-19,2020-02-19,Sequencing and Data Analysis Complete,2020-02-21,Klinisk Mikrobiologi,saureus,1,2100000,17,3.75,2020-02-19
Microbiology WGS Nextera XT,Rutinprov,2020-02-19,2020-02-19,Sequencing and Data Analysis Complete,2020-02-21,Klinisk Mikrobiologi,saureus,1,2100000,34.1,4.12,2020-02-19
Microbiology WGS Nextera XT,Rutinprov,2020-02-19,2020-02-19,Sequencing and Data Analysis Complete,2020-02-21,Klinisk Mikrobiologi,saureus,1,2100000,43.8,3.32,2020-02-19
Microbiology WGS Nextera XT,Rutinprov,2020-02-19,2020-02-19,Sequencing and Data Analysis Complete,2020-02-21,Klinisk Mikrobiologi,saureus,1,2100000,17.2,3.45,2020-02-19
Microbiology WGS Nextera XT,Rutinprov,2020-02-19,2020-02-19,Sequencing and Data Analysis Complete,2020-02-21,Klinisk Mikrobiologi,saureus,1,2100000,8,4.6,2020-02-19
Microbiology WGS Nextera XT,Rutinprov,2020-02-19,2020-02-19,Sequencing and Data Analysis Complete,2020-02-21,Klinisk Mikrobiologi,saureus,1,2100000,33.1,3.29,2020-02-19
Microbiology WGS Nextera XT,Rutinprov,2020-01-08,2020-01-08,Sequencing and Data Analysis Complete,2020-01-09,Klinisk Mikrobiologi,saureus,1,1600000,3.6,2.19,2020-01-08
Microbiology WGS Nextera XT,Rutinprov,2020-02-19,2020-02-19,Sequencing and Data Analysis Complete,2020-02-21,Klinisk Mikrobiologi,saureus,1,2100000,36,4.11,2020-02-19
Microbiology WGS Nextera XT,Rutinprov,2020-02-19,2020-02-19,Sequencing and Data Analysis Complete,2020-02-21,Klinisk Mikrobiologi,saureus,1,2100000,12.9,2.14,2020-02-19
Microbiology WGS Nextera XT,Rutinprov,2020-02-19,2020-02-19,Sequencing and Data Analysis Complete,2020-02-21,Klinisk Mikrobiologi,saureus,1,2100000,36.7,3.29,2020-02-19
Microbiology WGS Nextera XT,Rutinprov,2020-02-21,2020-02-21,Sequencing and Data Analysis Complete,2020-02-24,Klinisk Mikrobiologi,saureus,1,2100000,8.19,3.86,2020-02-21
Microbiology WGS Nextera XT,Rutinprov,2020-02-21,2020-02-21,Sequencing and Data Analysis Complete,2020-02-24,Klinisk Mikrobiologi,saureus,1,2100000,17.7,4.18,2020-02-21
Microbiology WGS Nextera XT,Rutinprov,2020-02-21,2020-02-21,Sequencing and Data Analysis Complete,2020-02-24,Klinisk Mikrobiologi,saureus,1,2100000,9.36,4.35,2020-02-21
Microbiology WGS Nextera XT,Rutinprov,2020-02-21,2020-02-21,Sequencing and Data Analysis Complete,2020-02-24,Klinisk Mikrobiologi,saureus,1,2100000,15.7,4.79,2020-02-21
Microbiology WGS Nextera XT,Rutinprov,2020-02-21,2020-02-21,Sequencing and Data Analysis Complete,2020-02-24,Klinisk Mikrobiologi,saureus,1,2100000,13.2,4.9,2020-02-21
Microbiology WGS Nextera XT,Rutinprov,2020-02-21,2020-02-21,Sequencing and Data Analysis Complete,2020-02-24,Klinisk Mikrobiologi,saureus,1,2100000,18.4,5.41,2020-02-21
Microbiology WGS Nextera XT,Rutinprov,2020-02-21,2020-02-21,Sequencing and Data Analysis Complete,2020-02-24,Klinisk Mikrobiologi,saureus,1,2100000,20.5,4.66,2020-02-21
Microbiology WGS Nextera XT,Rutinprov,2020-01-08,2020-01-08,Sequencing and Data Analysis Complete,2020-01-09,Klinisk Mikrobiologi,saureus,1,1600000,1.78,1.23,2020-01-08
Microbiology WGS Nextera XT,Rutinprov,2020-02-21,2020-02-21,Sequencing and Data Analysis Complete,2020-02-24,Klinisk Mikrobiologi,saureus,1,2100000,11.2,5.47,2020-02-21
Microbiology WGS Nextera XT,Rutinprov,2020-02-21,2020-02-21,Sequencing and Data Analysis Complete,2020-02-24,Klinisk Mikrobiologi,saureus,1,2100000,17.7,4.53,2020-02-21
Microbiology WGS Nextera XT,Rutinprov,2020-02-21,2020-02-21,Sequencing and Data Analysis Complete,2020-02-24,Klinisk Mikrobiologi,saureus,1,2100000,13,3.85,2020-02-21
Microbiology WGS Nextera XT,Rutinprov,2020-02-21,2020-02-21,Sequencing and Data Analysis Complete,2020-02-24,Klinisk Mikrobiologi,saureus,1,2100000,16.6,3.85,2020-02-21
Microbiology WGS Nextera XT,Rutinprov,2020-02-21,2020-02-21,Sequencing and Data Analysis Complete,2020-02-24,Klinisk Mikrobiologi,saureus,1,2100000,23.4,3.71,2020-02-21
Microbiology WGS Nextera XT,Rutinprov,2020-02-21,2020-02-21,Sequencing and Data Analysis Complete,2020-02-24,Klinisk Mikrobiologi,saureus,1,2100000,16.3,3.89,2020-02-21
Microbiology WGS Nextera XT,Rutinprov,2020-02-21,2020-02-21,Sequencing and Data Analysis Complete,2020-02-24,Klinisk Mikrobiologi,saureus,1,2100000,20.9,3.4,2020-02-21
Microbiology WGS Nextera XT,Rutinprov,2020-02-21,2020-02-21,Sequencing and Data Analysis Complete,2020-02-24,Klinisk Mikrobiologi,saureus,1,2100000,8.77,4.46,2020-02-21
Microbiology WGS Nextera XT,Rutinprov,2020-02-26,2020-02-26,Sequencing and Data Analysis Complete,2020-03-03,Klinisk Mikrobiologi,saureus,3,1200000,4.56,4.84,2020-02-28
Microbiology WGS Nextera XT,Rutinprov,2020-02-26,2020-02-26,Sequencing and Data Analysis Complete,2020-03-03,Klinisk Mikrobiologi,saureus,3,1200000,3.81,5.51,2020-02-28
Microbiology WGS Nextera XT,Rutinprov,2020-01-08,2020-01-08,Sequencing and Data Analysis Complete,2020-01-09,Klinisk Mikrobiologi,saureus,1,1600000,1.67,1.99,2020-01-08
Microbiology WGS Nextera XT,Rutinprov,2020-02-26,2020-02-26,Sequencing and Data Analysis Complete,2020-03-03,Klinisk Mikrobiologi,saureus,3,1200000,2.96,6.28,2020-02-28
Microbiology WGS Nextera XT,Rutinprov,2020-02-26,2020-02-26,Sequencing and Data Analysis Complete,2020-02-28,Klinisk Mikrobiologi,saureus,1,2100000,8.68,1.04,2020-02-26
Microbiology WGS Nextera XT,Rutinprov,2020-02-26,2020-02-26,Sequencing and Data Analysis Complete,2020-03-03,Klinisk Mikrobiologi,saureus,3,1200000,6.61,5.69,2020-02-28
Microbiology WGS Nextera XT,Rutinprov,2020-02-26,2020-02-26,Sequencing and Data Analysis Complete,2020-02-28,Klinisk Mikrobiologi,saureus,1,2100000,10.9,5.07,2020-02-26
Microbiology WGS Nextera XT,Rutinprov,2020-02-26,2020-02-26,Sequencing and Data Analysis Complete,2020-02-28,Klinisk Mikrobiologi,saureus,1,2100000,5.85,4.36,2020-02-26
Microbiology WGS Nextera XT,Rutinprov,2020-02-26,2020-02-26,Sequencing and Data Analysis Complete,2020-02-28,Klinisk Mikrobiologi,saureus,1,2100000,5.15,4.56,2020-02-26
Microbiology WGS Nextera XT,Rutinprov,2020-02-26,2020-02-26,Sequencing and Data Analysis Complete,2020-02-28,Klinisk Mikrobiologi,saureus,1,2100000,16.8,5.32,2020-02-26
Microbiology WGS Nextera XT,Rutinprov,2020-02-26,2020-02-26,Sequencing and Data Analysis Complete,2020-02-28,Klinisk Mikrobiologi,saureus,1,2100000,21.6,5.75,2020-02-26
Microbiology WGS Nextera XT,Rutinprov,2020-02-26,2020-02-26,Sequencing and Data Analysis Complete,2020-02-28,Klinisk Mikrobiologi,saureus,1,2100000,13.7,4.61,2020-02-26
Microbiology WGS Nextera XT,Rutinprov,2020-02-26,2020-02-26,Sequencing and Data Analysis Complete,2020-02-28,Klinisk Mikrobiologi,saureus,1,2100000,31.2,4.73,2020-02-26
Microbiology WGS Nextera XT,Rutinprov,2020-01-10,2020-01-10,Sequencing and Data Analysis Complete,2020-01-13,Klinisk Mikrobiologi,saureus,1,2100000,6.02,7.89,2020-01-10
Microbiology WGS Nextera XT,Rutinprov,2020-02-26,2020-02-26,Sequencing and Data Analysis Complete,2020-02-28,Klinisk Mikrobiologi,saureus,1,2100000,15.2,5.72,2020-02-26
Microbiology WGS Nextera XT,Rutinprov,2020-02-26,2020-02-26,Sequencing and Data Analysis Complete,2020-02-28,Klinisk Mikrobiologi,saureus,1,2100000,25.2,4.83,2020-02-26
Microbiology WGS Nextera XT,Rutinprov,2020-02-26,2020-02-26,Sequencing and Data Analysis Complete,2020-02-28,Klinisk Mikrobiologi,saureus,1,2100000,18.7,5.38,2020-02-26
Microbiology WGS Nextera XT,Rutinprov,2020-02-28,2020-02-28,Sequencing and Data Analysis Complete,2020-03-03,Klinisk Mikrobiologi,saureus,2,1200000,48.7,5.84,2020-02-28
Microbiology WGS Nextera XT,Rutinprov,2020-02-28,2020-02-28,Sequencing and Data Analysis Complete,2020-03-03,Klinisk Mikrobiologi,saureus,2,1200000,20.4,5.57,2020-02-28
Microbiology WGS Nextera XT,Rutinprov,2020-02-28,2020-02-28,Sequencing and Data Analysis Complete,2020-03-03,Klinisk Mikrobiologi,saureus,2,1200000,11.4,5.35,2020-02-28
Microbiology WGS Nextera XT,Rutinprov,2020-02-28,2020-02-28,Sequencing and Data Analysis Complete,2020-03-03,Klinisk Mikrobiologi,saureus,2,1200000,10.2,5.83,2020-02-28
Microbiology WGS Nextera XT,Rutinprov,2020-02-28,2020-02-28,Sequencing and Data Analysis Complete,2020-03-03,Klinisk Mikrobiologi,saureus,2,1200000,18.3,5.61,2020-02-28
Microbiology WGS Nextera XT,Rutinprov,2020-02-28,2020-02-28,Sequencing and Data Analysis Complete,2020-03-03,Klinisk Mikrobiologi,saureus,2,1200000,16.8,6.3,2020-02-28
Microbiology WGS Nextera XT,Rutinprov,2020-02-28,2020-02-28,Sequencing and Data Analysis Complete,2020-03-03,Klinisk Mikrobiologi,saureus,2,1200000,13.2,5.25,2020-02-28
Microbiology WGS Nextera XT,Rutinprov,2020-01-10,2020-01-10,Sequencing and Data Analysis Complete,2020-01-13,Klinisk Mikrobiologi,saureus,1,2100000,4.03,5.11,2020-01-10
Microbiology WGS Nextera XT,Rutinprov,2020-02-28,2020-02-28,Sequencing and Data Analysis Complete,2020-03-03,Klinisk Mikrobiologi,saureus,2,1200000,6,5.48,2020-02-28
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-06,Klinisk Mikrobiologi,saureus,1,2100000,10.8,6.02,2020-03-04
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-06,Klinisk Mikrobiologi,saureus,1,2100000,24.6,6.13,2020-03-04
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-06,Klinisk Mikrobiologi,saureus,1,2100000,11.8,6.55,2020-03-04
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-06,Klinisk Mikrobiologi,saureus,1,2100000,4.57,6.36,2020-03-04
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-06,Klinisk Mikrobiologi,saureus,1,2100000,9.62,6.38,2020-03-04
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-06,Klinisk Mikrobiologi,saureus,1,2100000,13,5.96,2020-03-04
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-06,Klinisk Mikrobiologi,saureus,1,2100000,7.64,6.56,2020-03-04
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-06,Klinisk Mikrobiologi,saureus,1,2100000,7.93,5.8,2020-03-04
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-06,Klinisk Mikrobiologi,saureus,1,2100000,6,6.31,2020-03-04
Microbiology WGS Nextera XT,Rutinprov,2020-01-10,2020-01-10,Sequencing and Data Analysis Complete,2020-01-13,Klinisk Mikrobiologi,saureus,1,2100000,4.42,5.42,2020-01-10
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-06,Klinisk Mikrobiologi,saureus,1,2100000,7.37,6.2,2020-03-04
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-06,Klinisk Mikrobiologi,saureus,1,2100000,6.6,5.92,2020-03-04
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-06,Klinisk Mikrobiologi,saureus,1,2100000,5.98,6.39,2020-03-04
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-06,Klinisk Mikrobiologi,saureus,1,2100000,7.77,5.95,2020-03-04
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-06,Klinisk Mikrobiologi,saureus,1,2100000,7.33,6.06,2020-03-04
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-06,Klinisk Mikrobiologi,saureus,1,2100000,5.62,6.53,2020-03-04
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-06,Klinisk Mikrobiologi,saureus,1,2100000,6.97,6.05,2020-03-04
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-06,Klinisk Mikrobiologi,saureus,1,2100000,5.46,6.85,2020-03-04
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-06,Klinisk Mikrobiologi,saureus,1,2100000,5.5,6.8,2020-03-04
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-18,CTG - Martin Sundwall,10kb-plasmid,1,1000000,5.3,9.41,2020-03-06
Microbiology WGS Nextera XT,Rutinprov,2020-01-10,2020-01-10,Sequencing and Data Analysis Complete,2020-01-13,Klinisk Mikrobiologi,saureus,1,2100000,5.07,4.76,2020-01-10
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-18,CTG - Martin Sundwall,10kb-plasmid,1,1000000,3.23,8.63,2020-03-06
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-18,CTG - Martin Sundwall,10kb-plasmid,1,1000000,6.02,9.63,2020-03-06
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-18,CTG - Martin Sundwall,10kb-plasmid,1,1000000,5,8.35,2020-03-06
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-18,CTG - Martin Sundwall,10kb-plasmid,1,1000000,1.35,7.95,2020-03-06
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-18,CTG - Martin Sundwall,10kb-plasmid,1,1000000,5.6,8.38,2020-03-06
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-18,CTG - Martin Sundwall,10kb-plasmid,1,1000000,4.22,8.78,2020-03-06
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-18,CTG - Martin Sundwall,10kb-plasmid,1,1000000,4.26,8.58,2020-03-06
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-18,CTG - Martin Sundwall,10kb-plasmid,1,1000000,4.48,9.42,2020-03-06
Microbiology WGS Nextera XT,Rutinprov,2020-03-04,2020-03-04,Sequencing and Data Analysis Complete,2020-03-18,CTG - Martin Sundwall,10kb-plasmid,1,1000000,1.59,8.2,2020-03-06
Microbiology WGS Nextera XT,Rutinprov,2020-03-06,2020-03-06,Sequencing and Data Analysis Complete,2020-03-09,Klinisk Mikrobiologi,saureus,1,2100000,7.48,2.93,2020-03-06
Microbiology WGS Nextera XT,Rutinprov,2020-01-10,2020-01-10,Sequencing and Data Analysis Complete,2020-01-13,Klinisk Mikrobiologi,saureus,1,2100000,5.66,4.04,2020-01-10
Microbiology WGS Nextera XT,Rutinprov,2020-03-06,2020-03-06,Sequencing and Data Analysis Complete,2020-03-09,Klinisk Mikrobiologi,saureus,1,2100000,8.41,4.46,2020-03-06
Microbiology WGS Nextera XT,Rutinprov,2020-03-06,2020-03-06,Sequencing and Data Analysis Complete,2020-03-09,Klinisk Mikrobiologi,saureus,1,2100000,4.28,5.64,2020-03-06
Microbiology WGS Nextera XT,Rutinprov,2020-03-06,2020-03-06,Sequencing and Data Analysis Complete,2020-03-09,Klinisk Mikrobiologi,saureus,1,2100000,7.19,5.1,2020-03-06
Microbiology WGS Nextera XT,Rutinprov,2020-03-06,2020-03-06,Sequencing and Data Analysis Complete,2020-03-09,Klinisk Mikrobiologi,saureus,1,2100000,7.86,5.59,2020-03-06
Microbiology WGS Nextera XT,Rutinprov,2020-03-06,2020-03-06,Sequencing and Data Analysis Complete,2020-03-09,Klinisk Mikrobiologi,saureus,1,2100000,6.67,5.22,2020-03-06
Microbiology WGS Nextera XT,Rutinprov,2020-03-06,2020-03-06,Sequencing and Data Analysis Complete,2020-03-09,Klinisk Mikrobiologi,saureus,1,2100000,5.75,5.65,2020-03-06
Microbiology WGS Nextera XT,Rutinprov,2020-03-11,2020-03-11,Sequencing and Data Analysis Complete,2020-03-13,Klinisk Mikrobiologi,saureus,1,2100000,8.01,4.49,2020-03-11
Microbiology WGS Nextera XT,Rutinprov,2020-03-11,2020-03-11,Sequencing and Data Analysis Complete,2020-03-13,Klinisk Mikrobiologi,saureus,1,2100000,7.55,4.05,2020-03-11
Microbiology WGS Nextera XT,Rutinprov,2020-03-11,2020-03-11,Sequencing and Data Analysis Complete,2020-03-13,Klinisk Mikrobiologi,saureus,1,2100000,11.4,3.97,2020-03-11
Microbiology WGS Nextera XT,Rutinprov,2020-03-11,2020-03-11,Sequencing and Data Analysis Complete,2020-03-13,Klinisk Mikrobiologi,saureus,1,2100000,4.75,4.08,2020-03-11
Microbiology WGS Nextera XT,Rutinprov,2020-01-03,2020-01-03,Sequencing and Data Analysis Complete,2020-01-07,Klinisk Mikrobiologi,saureus,1,2100000,1.78,5.23,2020-01-03
Microbiology WGS Nextera XT,Rutinprov,2020-01-10,2020-01-10,Sequencing and Data Analysis Complete,2020-01-13,Klinisk Mikrobiologi,saureus,1,2100000,4.7,2.93,2020-01-10
Microbiology WGS Nextera XT,Rutinprov,2020-03-11,2020-03-11,Sequencing and Data Analysis Complete,2020-03-13,Klinisk Mikrobiologi,saureus,1,2100000,3.3,4.47,2020-03-11
Microbiology WGS Nextera XT,Rutinprov,2020-03-11,2020-03-11,Sequencing and Data Analysis Complete,2020-03-13,Klinisk Mikrobiologi,saureus,1,2100000,9.55,4.2,2020-03-11
Microbiology WGS Nextera XT,Rutinprov,2020-03-11,2020-03-11,Sequencing and Data Analysis Complete,2020-03-13,Klinisk Mikrobiologi,saureus,1,2100000,6.34,4.88,2020-03-11
Microbiology WGS Nextera XT,Rutinprov,2020-03-11,2020-03-11,Sequencing and Data Analysis Complete,2020-03-13,Klinisk Mikrobiologi,saureus,1,2100000,6.54,3.81,2020-03-11
Microbiology WGS Nextera XT,Rutinprov,2020-03-11,2020-03-11,Sequencing and Data Analysis Complete,2020-03-13,Klinisk Mikrobiologi,saureus,1,2100000,5.94,5.06,2020-03-11
Microbiology WGS Nextera XT,Rutinprov,2020-03-11,2020-03-11,Sequencing and Data Analysis Complete,2020-03-13,Klinisk Mikrobiologi,saureus,1,2100000,3.67,4.13,2020-03-11
Microbiology WGS Nextera XT,Rutinprov,2020-03-11,2020-03-11,Sequencing and Data Analysis Complete,2020-03-13,Klinisk Mikrobiologi,saureus,1,2100000,2.07,4.92,2020-03-11
Microbiology WGS Nextera XT,Rutinprov,2020-03-11,2020-03-11,Sequencing and Data Analysis Complete,2020-03-13,Klinisk Mikrobiologi,saureus,1,2100000,1.8,4.16,2020-03-11
Microbiology WGS Nextera XT,Rutinprov,2020-03-11,2020-03-11,Sequencing and Data Analysis Complete,2020-03-13,Klinisk Mikrobiologi,saureus,1,2100000,3.99,5.56,2020-03-11
Microbiology WGS Nextera XT,Rutinprov,2020-03-11,2020-03-11,Sequencing and Data Analysis Complete,2020-03-13,Klinisk Mikrobiologi,saureus,1,2100000,6.13,6.18,2020-03-11
Microbiology WGS Nextera XT,Rutinprov,2020-03-11,2020-03-11,Sequencing and Data Analysis Complete,2020-03-13,Klinisk Mikrobiologi,saureus,1,2100000,3.76,4.24,2020-03-11
Microbiology WGS Nextera XT,Rutinprov,2020-03-11,2020-03-11,Sequencing and Data Analysis Complete,2020-03-13,Klinisk Mikrobiologi,saureus,1,2100000,3.17,4.31,2020-03-11
Microbiology WGS Nextera XT,Rutinprov,2020-03-11,2020-03-11,Sequencing and Data Analysis Complete,2020-03-13,Klinisk Mikrobiologi,saureus,1,2100000,3.41,4.26,2020-03-11
Microbiology WGS Nextera XT,Rutinprov,2020-03-13,2020-03-13,Sequencing and Data Analysis Complete,2020-03-16,Klinisk Mikrobiologi,saureus,1,2100000,2.74,5.12,2020-03-13
Microbiology WGS Nextera XT,Rutinprov,2020-03-13,2020-03-13,Sequencing and Data Analysis Complete,2020-03-16,Klinisk Mikrobiologi,saureus,1,2100000,5.94,4.55,2020-03-13
Microbiology WGS Nextera XT,Rutinprov,2020-03-13,2020-03-13,Sequencing and Data Analysis Complete,2020-03-16,Klinisk Mikrobiologi,saureus,1,2100000,2.17,4.02,2020-03-13
