Process Date,Process ID,ProcessDate_ProcessID,Analysis,Artifact name,Concentration,Fragment length
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,1112-20-GMS-AL,12.5,440
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,2701-20-GMS-AL,27.8,456
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0185,13.9,462
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0186,3.49,412
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0187,15.7,461
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0188,0.9,367
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0189,13.8,455
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0190,14.8,419
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0191,25.1,454
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0192,13.4,470
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,6289-20,25.7,489
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,91-20-GMS-AL,18,445
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,26-20-GMS-AL,19.8,453
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,6094-20,27,459
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,11904-19-GMS-AL,21.3,445
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,11144-19-GMS-AL,19.8,463
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,1112-20-GMS-AL,12.5,440
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,2701-20-GMS-AL,27.8,456
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0185,13.9,462
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0186,3.49,412
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0187,15.7,461
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0188,0.9,367
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0189,13.8,455
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0190,14.8,419
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0191,25.1,454
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0192,13.4,470
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,6289-20,25.7,489
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,91-20-GMS-AL,18,445
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,26-20-GMS-AL,19.8,453
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,6094-20,27,459
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,11904-19-GMS-AL,21.3,445
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,11144-19-GMS-AL,19.8,463
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,1112-20-GMS-AL,12.5,440
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,2701-20-GMS-AL,27.8,456
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0185,13.9,462
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0186,3.49,412
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0187,15.7,461
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0188,0.9,367
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0189,13.8,455
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0190,14.8,419
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0191,25.1,454
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0192,13.4,470
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,6289-20,25.7,489
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,91-20-GMS-AL,18,445
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,26-20-GMS-AL,19.8,453
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,6094-20,27,459
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,11904-19-GMS-AL,21.3,445
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,11144-19-GMS-AL,19.8,463
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,1112-20-GMS-AL,12.5,440
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,2701-20-GMS-AL,27.8,456
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0185,13.9,462
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0186,3.49,412
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0187,15.7,461
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0188,0.9,367
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0189,13.8,455
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0190,14.8,419
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0191,25.1,454
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Bladder,20KFU0192,13.4,470
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,6289-20,25.7,489
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,91-20-GMS-AL,18,445
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,26-20-GMS-AL,19.8,453
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,6094-20,27,459
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,11904-19-GMS-AL,21.3,445
2020-07-14,24-98236,2020-07-14_24-98236,TruSeq Stranded mRNA - Fusion,11144-19-GMS-AL,19.8,463
2020-07-29,24-99653,2020-07-29_24-99653,TruSeq Stranded mRNA - Fusion,6631-20,39.3,500
2020-07-29,24-99653,2020-07-29_24-99653,TruSeq Stranded mRNA - Fusion,6597-20,30.6,504
2020-07-29,24-99653,2020-07-29_24-99653,TruSeq Stranded mRNA - Fusion,6529-20,28.4,466
2020-07-29,24-99653,2020-07-29_24-99653,TruSeq Stranded mRNA - Fusion,6319-20,28.2,484
2020-07-29,24-99653,2020-07-29_24-99653,TruSeq Stranded mRNA - Fusion,6631-20,39.3,500
2020-07-29,24-99653,2020-07-29_24-99653,TruSeq Stranded mRNA - Fusion,6597-20,30.6,504
2020-07-29,24-99653,2020-07-29_24-99653,TruSeq Stranded mRNA - Fusion,6529-20,28.4,466
2020-07-29,24-99653,2020-07-29_24-99653,TruSeq Stranded mRNA - Fusion,6319-20,28.2,484
2020-07-29,24-99653,2020-07-29_24-99653,TruSeq Stranded mRNA - Fusion,6631-20,39.3,500
2020-07-29,24-99653,2020-07-29_24-99653,TruSeq Stranded mRNA - Fusion,6597-20,30.6,504
2020-07-29,24-99653,2020-07-29_24-99653,TruSeq Stranded mRNA - Fusion,6529-20,28.4,466
2020-07-29,24-99653,2020-07-29_24-99653,TruSeq Stranded mRNA - Fusion,6319-20,28.2,484
2020-07-29,24-99653,2020-07-29_24-99653,TruSeq Stranded mRNA - Fusion,6631-20,39.3,500
2020-07-29,24-99653,2020-07-29_24-99653,TruSeq Stranded mRNA - Fusion,6597-20,30.6,504
2020-07-29,24-99653,2020-07-29_24-99653,TruSeq Stranded mRNA - Fusion,6529-20,28.4,466
2020-07-29,24-99653,2020-07-29_24-99653,TruSeq Stranded mRNA - Fusion,6319-20,28.2,484
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7039-20,35.2,435
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7083-20,31.2,418
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6982-20,15.8,391
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7031-20,29.9,413
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6850-20,40.1,429
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6808-20,27.1,436
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6749-20,33.4,434
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6715-20,17.3,428
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7039-20,35.2,435
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7083-20,31.2,418
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6982-20,15.8,391
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7031-20,29.9,413
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6850-20,40.1,429
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6808-20,27.1,436
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6749-20,33.4,434
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6715-20,17.3,428
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7039-20,35.2,435
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7083-20,31.2,418
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6982-20,15.8,391
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7031-20,29.9,413
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6850-20,40.1,429
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6808-20,27.1,436
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6749-20,33.4,434
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6715-20,17.3,428
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7039-20,35.2,435
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7083-20,31.2,418
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6982-20,15.8,391
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7031-20,29.9,413
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6850-20,40.1,429
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6808-20,27.1,436
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6749-20,33.4,434
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6715-20,17.3,428
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7039-20,35.2,435
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7083-20,31.2,418
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6982-20,15.8,391
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7031-20,29.9,413
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6850-20,40.1,429
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6808-20,27.1,436
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6749-20,33.4,434
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6715-20,17.3,428
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7039-20,35.2,435
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7083-20,31.2,418
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6982-20,15.8,391
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7031-20,29.9,413
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6850-20,40.1,429
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6808-20,27.1,436
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6749-20,33.4,434
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6715-20,17.3,428
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7039-20,35.2,435
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7083-20,31.2,418
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6982-20,15.8,391
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7031-20,29.9,413
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6850-20,40.1,429
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6808-20,27.1,436
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6749-20,33.4,434
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6715-20,17.3,428
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7039-20,35.2,435
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7083-20,31.2,418
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6982-20,15.8,391
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,7031-20,29.9,413
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6850-20,40.1,429
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6808-20,27.1,436
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6749-20,33.4,434
2020-08-11,24-100726,2020-08-11_24-100726,TruSeq Stranded mRNA - Fusion,6715-20,17.3,428
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7399-20,15.5,432
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7141-20,20.8,428
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7167-20,19.5,447
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7214-20,22.9,467
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7171-20,22.7,436
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7282-20,22.8,435
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7399-20,15.5,432
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7141-20,20.8,428
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7167-20,19.5,447
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7214-20,22.9,467
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7171-20,22.7,436
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7282-20,22.8,435
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7399-20,15.5,432
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7141-20,20.8,428
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7167-20,19.5,447
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7214-20,22.9,467
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7171-20,22.7,436
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7282-20,22.8,435
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7399-20,15.5,432
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7141-20,20.8,428
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7167-20,19.5,447
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7214-20,22.9,467
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7171-20,22.7,436
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7282-20,22.8,435
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7399-20,15.5,432
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7141-20,20.8,428
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7167-20,19.5,447
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7214-20,22.9,467
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7171-20,22.7,436
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7282-20,22.8,435
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7399-20,15.5,432
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7141-20,20.8,428
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7167-20,19.5,447
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7214-20,22.9,467
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7171-20,22.7,436
2020-08-25,24-102396,2020-08-25_24-102396,TruSeq Stranded mRNA - Fusion,7282-20,22.8,435
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7399-20,15.5,432
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7141-20,20.8,428
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7167-20,19.5,447
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7214-20,22.9,467
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7171-20,22.7,436
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7282-20,22.8,435
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7399-20,15.5,432
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7141-20,20.8,428
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7167-20,19.5,447
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7214-20,22.9,467
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7171-20,22.7,436
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7282-20,22.8,435
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7399-20,15.5,432
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7141-20,20.8,428
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7167-20,19.5,447
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7214-20,22.9,467
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7171-20,22.7,436
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7282-20,22.8,435
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7399-20,15.5,432
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7141-20,20.8,428
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7167-20,19.5,447
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7214-20,22.9,467
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7171-20,22.7,436
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7282-20,22.8,435
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7399-20,15.5,432
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7141-20,20.8,428
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7167-20,19.5,447
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7214-20,22.9,467
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7171-20,22.7,436
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7282-20,22.8,435
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7399-20,15.5,432
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7141-20,20.8,428
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7167-20,19.5,447
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7214-20,22.9,467
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7171-20,22.7,436
2020-08-26,24-102505,2020-08-26_24-102505,TruSeq Stranded mRNA - Fusion,7282-20,22.8,435
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0199,1.68,364
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0198,2.05,379
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Fusion,7654-20,18.2,378
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0194,14.8,397
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0195,10.9,360
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0193,18.3,404
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0196,4.12,385
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0197,1.34,356
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0199,1.68,364
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0198,2.05,379
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Fusion,7654-20,18.2,378
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0194,14.8,397
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0195,10.9,360
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0193,18.3,404
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0196,4.12,385
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0197,1.34,356
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0199,1.68,364
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0198,2.05,379
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Fusion,7654-20,18.2,378
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0194,14.8,397
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0195,10.9,360
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0193,18.3,404
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0196,4.12,385
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0197,1.34,356
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0199,1.68,364
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0198,2.05,379
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Fusion,7654-20,18.2,378
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0194,14.8,397
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0195,10.9,360
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0193,18.3,404
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0196,4.12,385
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0197,1.34,356
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0199,1.68,364
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0198,2.05,379
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Fusion,7654-20,18.2,378
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0194,14.8,397
2020-09-02,24-103308,2020-09-02_24-103308,TruSeq Stranded mRNA - Bladder,20KFU0195,10.9,360
